2017,1,1,6.7,88.1,.12,0,0,8,11.1,1.9,1.9,118,13,3.6,-.02,.87,4.9
2017,1,2,6.5,89.6,.1,0,0,7.9,11.1,3,3,139,11,4.4,-.02,.87,4.9
2017,1,3,7.1,88.9,.11,0,0,7.9,11.1,3.7,3.6,151,11,6.6,-.01,.9,5.4
2017,1,4,6.6,86.7,.13,0,0,7.7,11.1,4,4,153,10,7.2,-.01,.85,4.5
2017,1,5,5.8,87.3,.12,0,0,7.4,11.1,3.1,3,136,15,4.6,-.01,.8,3.8
2017,1,6,5.8,86.8,.12,0,0,7.1,11,2.3,2.2,117,20,3.7,-.01,.8,3.8
2017,1,7,6.2,84.6,.15,0,0,7,11,2.2,2.1,128,19,3.4,-.01,.8,3.8
2017,1,8,6.9,83.1,.17,.02,0,7,11,2.8,2.7,126,11,3.9,-.01,.82,4.2
2017,1,9,7.5,84.3,.16,.28,0,7.2,10.9,2.9,2.8,140,17,4.3,0,.88,5
2017,1,10,8.5,83.6,.18,.37,.25,7.6,10.9,3.7,3.6,156,13,5.3,.02,.93,5.8
2017,1,11,9.1,82.9,.2,.47,0,8.1,10.8,3.1,2.9,181,19,6.7,.03,.95,6.3
2017,1,12,8.8,83.2,.19,.56,0,8.4,10.8,4.3,4.2,235,14,6.3,.05,.94,6.1
2017,1,13,8.8,79.7,.23,.69,.25,8.9,10.7,3.6,3.4,249,20,7.4,.08,.9,5.5
2017,1,14,6.7,86.1,.14,.68,0,9,10.7,5.8,5.7,275,14,8.6,.07,.85,4.5
2017,1,15,6.7,81.6,.18,1.04,0,9.1,10.7,4.5,4.3,259,16,7.2,.13,.8,3.7
2017,1,16,8,70.8,.31,1.11,0,9.4,10.7,4.8,4.5,244,18,7.6,.16,.76,3
2017,1,17,8.1,64.3,.39,.55,0,9,10.6,6,5.8,266,13,10.4,.09,.7,1.8
2017,1,18,5.7,77,.21,.04,0,8.3,10.6,5.7,5.6,246,9,7.8,.01,.71,2
2017,1,19,4.3,81.5,.16,0,0,7.6,10.6,3.6,3.5,245,13,6.7,-.01,.68,1.4
2017,1,20,4,82.3,.14,0,0,7.1,10.7,2.1,2,231,13,3.5,-.01,.67,1.3
2017,1,21,4.2,81.1,.16,0,0,6.8,10.7,2.6,2.5,244,14,3.9,-.01,.67,1.3
2017,1,22,3.8,82.6,.14,0,0,6.7,10.6,1.3,1.1,209,29,4.2,-.01,.66,1.1
2017,1,23,3.6,83.2,.13,0,0,6.5,10.6,.8,.8,172,15,2.5,-.02,.66,1
2017,1,24,2.9,84.9,.11,0,0,6.3,10.6,2.6,2.6,155,14,5.3,-.01,.64,.7
2017,2,1,1.7,85.4,.1,0,0,5.8,10.6,3.2,3.1,158,14,5.3,-.01,.59,-.5
2017,2,2,.8,88.1,.08,0,0,5.3,10.5,2.5,2.4,136,13,4.2,-.02,.57,-1
2017,2,3,0,90.6,.06,0,0,4.8,10.5,1.9,1.8,109,14,3,-.02,.55,-1.4
2017,2,4,-.3,90.9,.05,0,0,4.3,10.4,1.5,1.4,103,12,2.6,-.02,.54,-1.7
2017,2,5,-.3,90,.06,0,0,3.9,10.4,1.5,1.5,102,11,2.4,-.02,.54,-1.7
2017,2,6,-.5,91,.05,0,0,3.7,10.3,1.9,1.9,114,10,3.3,-.02,.54,-1.8
2017,2,7,-.9,91.1,.05,0,0,3.4,10.2,1.4,1.3,107,16,2.6,-.02,.52,-2.2
2017,2,8,0,87.6,.08,.1,0,3.3,10.2,1.8,1.8,107,12,2.7,0,.54,-1.8
2017,2,9,2.1,80.1,.14,.66,0,3.2,10.1,1.9,1.8,147,16,3.4,.05,.57,-1
2017,2,10,3.7,74.6,.2,1.23,0,4.1,10,2.4,2.3,154,15,3.6,.14,.59,-.4
2017,2,11,5.1,70.9,.26,1.7,0,5.4,9.9,2.4,2.3,159,18,4.3,.23,.62,.2
2017,2,12,7.2,62.5,.38,1.86,0,7,9.8,2.4,2.3,154,18,4.8,.28,.63,.5
2017,2,13,8.9,51.8,.55,1.76,0,8.3,9.7,2.1,1.9,154,25,4.6,.28,.59,-.5
2017,2,14,9.1,46.9,.62,1.19,0,9,9.7,1.7,1.4,170,34,4.1,.18,.54,-1.6
2017,2,15,9.8,44.7,.67,.76,0,9.3,9.6,.8,.4,70,55,2.1,.09,.54,-1.7
2017,2,16,9.8,46.7,.64,.52,0,9.3,9.6,1.1,.9,62,36,3.4,.05,.56,-1.1
2017,2,17,9.5,50,.6,.16,0,9,9.6,1.2,1.2,35,14,2,.04,.59,-.4
2017,2,18,8.3,61.9,.42,.01,0,8.6,9.6,.9,.9,11,8,1.5,0,.68,1.4
2017,2,19,7.3,69.8,.31,0,0,8.1,9.6,1.2,1.2,10,9,1.6,0,.71,2.1
2017,2,20,6.8,69.9,.3,0,0,7.7,9.7,.7,.7,4,7,1.5,-.01,.69,1.7
2017,2,21,5.9,80.2,.18,0,0,7.4,9.7,.8,.8,126,14,1.9,-.01,.74,2.7
2017,2,22,5.6,82.7,.16,0,0,7.1,9.8,.9,.8,112,20,1.8,-.02,.75,2.8
2017,2,23,3.9,88.4,.09,0,0,6.7,9.8,.9,.7,64,35,1.4,-.02,.71,2.1
2017,2,24,3.2,90.5,.07,0,0,6.4,9.8,.4,.3,108,39,1.2,-.02,.7,1.8
